t_DVL,WX,WY,WZ,t_filter,PN,PE
t_DVL,WX,WY,WZ,t_filter,PN,PE
32:30.4,-0.026,0.261,0.054,32:30.4,121.920725,-92.1095514
32:30.6,-0.071,0.2,0.017,32:30.6,121.8779746,-92.11724394
32:30.8,-0.04,0.061,-0.013,32:30.8,121.853614,-92.12343729
32:31.1,-0.04,0.208,-0.004,32:31.0,121.8292334,-92.12642917
32:31.3,-0.028,0.086,0.033,32:31.3,121.7939135,-92.12633847
32:31.5,-0.031,0.047,0.023,32:31.6,121.764703,-92.12756846
32:31.8,-0.099,0.178,0,32:31.8,121.745641,-92.1253846
32:32.0,-0.087,0.028,0.014,32:32.0,121.7266062,-92.12146898
32:32.2,-0.03,0.102,0.068,32:32.2,121.7014819,-92.11842592
32:32.5,-0.105,0.149,0.06,32:32.4,121.6738227,-92.11693373
32:32.7,-0.138,0.183,0.019,32:32.7,121.6525054,-92.11072261
32:32.9,-0.172,0.184,0.029,32:32.9,121.6205622,-92.10637538
32:33.1,0.024,0.146,0.008,32:33.1,121.5826688,-92.10662736
32:33.3,-0.025,0.223,0.049,32:33.3,121.549377,-92.10786593
32:33.6,-0.166,0.197,0.068,32:33.6,121.4982301,-92.10083973
32:33.8,-0.137,0.296,-0.005,32:33.8,121.4516612,-92.09693595
32:34.0,-0.179,0.212,-0.011,32:34.0,121.408248,-92.09132832
32:34.2,-0.124,0.201,-0.019,32:34.3,121.3520632,-92.08759733
32:34.5,-0.156,0.298,0.019,32:34.4,121.3018071,-92.07685598
32:34.7,-0.285,0.292,0,32:34.7,121.2340236,-92.06573999
32:34.9,-0.193,0.165,0.006,32:34.9,121.1877518,-92.05028867
32:35.2,-0.148,0.01,-0.004,32:35.2,121.1272835,-92.03572637
32:35.4,-0.144,0.211,0.043,32:35.4,121.0760257,-92.02354666
32:35.6,-0.178,0.342,0.068,32:35.6,121.0242518,-92.00156073
32:35.9,-0.222,0.171,0.046,32:35.9,120.9515851,-91.97874702
32:36.1,-0.215,0.141,0.073,32:36.1,120.8993526,-91.95944193
32:36.3,-0.142,0.142,0.072,32:36.3,120.858803,-91.94544212
32:36.5,-0.191,0.187,0.012,32:36.5,120.826699,-91.92894692
32:36.7,-0.029,0.172,0.098,32:36.7,120.7821684,-91.91650259
32:37.0,-0.173,0.174,0.038,32:37.0,120.7374697,-91.90800172
32:37.2,-0.087,0.134,-0.003,32:37.2,120.6955395,-91.90026825
32:37.4,-0.233,0.288,0.048,32:37.5,120.6530845,-91.89471358
32:37.7,-0.174,0.254,0.042,32:37.7,120.6187435,-91.8914353
32:37.9,-0.239,0.278,0.034,32:37.9,120.5688311,-91.89132152
32:38.1,-0.175,0.238,-0.002,32:38.1,120.5177923,-91.88891395
32:38.4,-0.226,0.291,-0.036,32:38.4,120.464861,-91.88529326
32:38.6,-0.293,0.151,0,32:38.6,120.4070538,-91.88177293
32:38.8,-0.219,0.432,-0.025,32:38.8,120.3509953,-91.885277
32:39.0,-0.214,0.215,-0.064,32:39.0,120.2772667,-91.87877563
32:39.3,-0.147,0.382,-0.041,32:39.3,120.1910837,-91.87063534
32:39.5,-0.292,0.354,-0.014,32:39.5,120.1136233,-91.85464292
32:39.7,-0.349,0.392,-0.02,32:39.7,120.0188706,-91.83795541
32:39.9,-0.345,0.396,-0.012,32:39.9,119.9340078,-91.8183355
32:40.2,-0.347,0.256,0.034,32:40.2,119.8239773,-91.7970999
32:40.4,-0.477,0.4,0.034,32:40.4,119.7111054,-91.76950143
32:40.6,-0.456,0.334,0.065,32:40.6,119.5988939,-91.74000079
32:40.9,-0.43,0.269,0.018,32:40.8,119.5061796,-91.71346984
32:41.1,-0.406,0.282,0.063,32:41.1,119.3927331,-91.69074094
32:41.3,-0.481,0.317,0.045,32:41.3,119.3010937,-91.6679344
32:41.6,-0.361,0.199,0.093,32:41.6,119.1789994,-91.64568908
32:41.8,-0.367,0.292,0.069,32:41.8,119.0953923,-91.63148757
32:42.0,-0.292,0.266,0.045,32:42.0,118.9985931,-91.61908701
32:42.2,-0.307,0.292,0.074,32:42.2,118.9277308,-91.6120294
32:42.4,-0.297,0.373,0.054,32:42.4,118.8370436,-91.61293381
32:42.7,-0.339,0.412,0.067,32:42.7,118.7465267,-91.61260005
32:42.9,-0.318,0.343,0.027,32:42.9,118.6540975,-91.60811178
32:43.1,-0.342,0.256,0.031,32:43.1,118.5804276,-91.61800718
32:43.4,-0.399,0.462,0.055,32:43.3,118.5003287,-91.62547208
32:43.6,-0.334,0.23,0.017,32:43.6,118.4006866,-91.63862553
32:43.8,-0.29,0.473,0.017,32:43.8,118.287633,-91.65205077
32:44.0,-0.379,0.46,0.011,32:44.1,118.1740428,-91.66275336
32:44.3,-0.333,0.375,0.03,32:44.3,118.079862,-91.67644679
32:44.5,-0.35,0.406,0.05,32:44.5,117.9846337,-91.69031206
32:44.7,-0.405,0.478,0.022,32:44.7,117.861347,-91.69874976
32:44.9,-0.371,0.451,0.052,32:44.9,117.7346044,-91.70819384
32:45.2,-0.521,0.248,0.005,32:45.2,117.606098,-91.7137615
32:45.4,-0.426,0.483,0.061,32:45.4,117.4977876,-91.70387148
32:45.6,-0.413,0.284,0.011,32:45.6,117.3665565,-91.70446354
32:45.8,-0.519,0.324,0.035,32:45.8,117.2570643,-91.70186849
32:46.0,-0.429,0.559,0.054,32:46.0,117.1458884,-91.69596514
32:46.3,-0.463,0.341,0.067,32:46.3,116.9901433,-91.68956759
32:46.5,-0.478,0.363,0.107,32:46.5,116.8813728,-91.67825247
32:46.7,-0.427,0.405,0.077,32:46.7,116.7504941,-91.66923911
32:46.9,-0.349,0.404,0.096,32:46.9,116.6401566,-91.66267641
32:47.2,-0.356,0.309,0.079,32:47.2,116.5081627,-91.65441028
32:47.4,-0.359,0.333,0.062,32:47.4,116.3791643,-91.65397808
32:47.6,-0.345,0.364,0.06,32:47.6,116.2792918,-91.6518642
32:47.9,-0.313,0.404,0.014,32:47.9,116.1607092,-91.65337614
32:48.1,-0.392,0.442,0.032,32:48.1,116.0686978,-91.65296714
32:48.3,-0.369,0.404,0.03,32:48.3,115.9572143,-91.66090422
32:48.6,-0.31,0.546,0.05,32:48.5,115.8455968,-91.67058078
32:48.8,-0.317,0.307,-0.005,32:48.8,115.7389813,-91.6834186
32:49.0,-0.187,0.316,0.021,32:49.0,115.6563805,-91.69114092
32:49.2,-0.331,0.434,0.047,32:49.2,115.5501346,-91.69832216
32:49.4,-0.262,0.388,-0.002,32:49.4,115.468573,-91.70668156
32:49.7,-0.382,0.305,0,32:49.7,115.3604343,-91.71655874
32:49.9,-0.249,0.471,0.015,32:49.9,115.2497502,-91.73051842
32:50.1,-0.473,0.482,0.032,32:50.1,115.1592238,-91.73315592
32:50.3,-0.248,0.299,0.021,32:50.3,115.0470427,-91.74065871
32:50.6,-0.383,0.509,0.052,32:50.5,114.9574548,-91.75013944
32:50.8,-0.436,0.433,0.033,32:50.8,114.8174585,-91.75780312
32:51.0,-0.415,0.405,0.013,32:51.0,114.7167171,-91.75800225
32:51.3,-0.464,0.399,0.04,32:51.2,114.6129654,-91.76731104
32:51.5,-0.422,0.408,0.023,32:51.5,114.4849508,-91.77515715
32:51.7,-0.32,0.42,0.008,32:51.7,114.3583494,-91.76804266
32:51.9,-0.492,0.308,-0.009,32:51.9,114.2239261,-91.77336824
32:52.2,-0.477,0.556,-0.038,32:52.2,114.1164742,-91.77258319
32:52.4,-0.435,0.375,-0.002,32:52.4,113.9848249,-91.77165299
32:52.6,-0.406,0.432,0.028,32:52.6,113.852631,-91.76164848
32:52.8,-0.507,0.496,0.024,32:52.8,113.7445834,-91.75632307
32:53.1,-0.475,0.391,0.063,32:53.1,113.6122072,-91.73799859
32:53.3,-0.372,0.393,0.054,32:53.3,113.4873185,-91.72067093
32:53.5,-0.411,0.377,0.081,32:53.6,113.3636482,-91.69764479
32:53.8,-0.261,0.307,0.026,32:53.8,113.2648394,-91.68472147
32:54.0,-0.378,0.393,0.043,32:54.0,113.1730532,-91.67099746
32:54.2,-0.378,0.266,0.034,32:54.2,113.0362553,-91.65728484
32:54.5,-0.329,0.391,-0.003,32:54.4,112.9456631,-91.65280341
32:54.7,-0.344,0.329,0.016,32:54.7,112.8333675,-91.64777657
32:54.9,-0.323,0.375,0.042,32:54.9,112.746277,-91.64313022
32:55.1,-0.369,0.427,0.053,32:55.1,112.6393267,-91.63968652
32:55.4,-0.291,0.411,0.1,32:55.4,112.527896,-91.63531987
32:55.6,-0.386,0.479,0.06,32:55.6,112.4390597,-91.6348234
32:55.8,-0.383,0.357,0.04,32:55.8,112.3220413,-91.63841515
32:56.0,-0.476,0.494,0.072,32:56.0,112.207246,-91.64235597
32:56.2,-0.39,0.379,0.004,32:56.2,112.1087409,-91.64282708
32:56.5,-0.424,0.339,0.036,32:56.5,111.985645,-91.6490382
32:56.7,-0.314,0.416,0.034,32:56.7,111.8647386,-91.65021626
32:56.9,-0.436,0.49,0.033,32:56.9,111.755847,-91.65010683
32:57.2,-0.434,0.419,0.058,32:57.2,111.6206353,-91.64654031
32:57.4,-0.382,0.562,0.064,32:57.4,111.5108534,-91.64786209
32:57.6,-0.259,0.29,0.068,32:57.6,111.3558948,-91.64158729
32:57.9,-0.366,0.377,0.038,32:57.9,111.2422532,-91.63492522
32:58.1,-0.445,0.366,0.085,32:58.1,111.1122776,-91.62902573
32:58.3,-0.445,0.36,0.045,32:58.3,111.0002252,-91.62219707
32:58.5,-0.447,0.448,0.046,32:58.5,110.8615727,-91.61136316
32:58.8,-0.307,0.499,0.067,32:58.8,110.7286261,-91.60518077
32:59.0,-0.418,0.377,0.023,32:59.0,110.6210589,-91.59516196
32:59.2,-0.411,0.406,0.111,32:59.2,110.4960159,-91.58796056
32:59.4,-0.33,0.379,0.058,32:59.4,110.3971446,-91.57611411
32:59.6,-0.338,0.37,0.112,32:59.7,110.2743293,-91.56507649
32:59.9,-0.354,0.406,0.074,32:59.9,110.1546313,-91.55248401
33:00.1,-0.36,0.358,0.101,33:00.1,110.0567862,-91.54311245
33:00.3,-0.402,0.358,0.081,33:00.3,109.9446155,-91.53193181
33:00.6,-0.385,0.343,0.072,33:00.5,109.8502807,-91.51789311
33:00.8,-0.411,0.25,0.102,33:00.8,109.7347282,-91.50174027
33:01.0,-0.432,0.332,0.062,33:01.1,109.6102496,-91.48416158
33:01.3,-0.414,0.393,0.03,33:01.3,109.51684,-91.47763534
33:01.5,-0.324,0.26,-0.022,33:01.5,109.4290386,-91.47118636
33:01.7,-0.45,0.357,0.022,33:01.7,109.3170335,-91.46345536
33:01.9,-0.419,0.393,0.033,33:01.9,109.2310304,-91.4614889
33:02.2,-0.425,0.48,0.069,33:02.2,109.09658,-91.46368268
33:02.4,-0.279,0.351,0.044,33:02.4,109.0030514,-91.47218521
33:02.6,-0.309,0.431,0.024,33:02.6,108.9054478,-91.48021119
33:02.8,-0.426,0.54,0.039,33:02.8,108.7844758,-91.49225771
33:03.0,-0.427,0.442,0.019,33:03.0,108.6782976,-91.50601825
33:03.3,-0.274,0.382,0.027,33:03.3,108.5267545,-91.52121214
33:03.5,-0.313,0.466,0.055,33:03.5,108.4256461,-91.53971393
33:03.7,-0.348,0.419,0.047,33:03.7,108.3171603,-91.55642171
33:03.9,-0.271,0.493,0.057,33:03.9,108.2111171,-91.57347785
33:04.1,-0.385,0.303,0.126,33:04.1,108.0835349,-91.57839545
33:04.4,-0.33,0.246,0.122,33:04.4,107.9548204,-91.58031786
33:04.6,-0.366,0.276,0.033,33:04.6,107.822757,-91.57809596
33:04.8,-0.414,0.365,0.085,33:04.8,107.7175515,-91.56935934
33:05.1,-0.352,0.253,0.067,33:05.1,107.5933515,-91.55951536
33:05.3,-0.468,0.279,0.074,33:05.3,107.4949078,-91.54404986
33:05.5,-0.248,0.272,0.053,33:05.5,107.3686926,-91.5213249
33:05.8,-0.325,0.479,0.073,33:05.7,107.2437729,-91.50328383
33:06.0,-0.408,0.35,0.008,33:06.0,107.1187984,-91.4889786
33:06.2,-0.448,0.313,-0.002,33:06.2,107.0242461,-91.476794
33:06.4,-0.309,0.369,-0.023,33:06.4,106.9036897,-91.46803799
33:06.6,-0.481,0.344,0.034,33:06.6,106.8038694,-91.46018383
33:06.9,-0.352,0.412,0.025,33:06.9,106.6582803,-91.45545854
33:07.1,-0.336,0.392,0.033,33:07.1,106.5678146,-91.448461
33:07.3,-0.362,0.456,0.01,33:07.4,106.4556948,-91.45139509
33:07.6,-0.327,0.409,0.081,33:07.6,106.3627201,-91.452179
33:07.8,-0.405,0.359,0.048,33:07.8,106.276568,-91.45955059
33:08.0,-0.323,0.325,0.107,33:08.0,106.1421747,-91.45974978
33:08.3,-0.303,0.352,0.072,33:08.2,106.0535145,-91.46822258
33:08.5,-0.278,0.352,0.077,33:08.5,105.9455158,-91.477619
33:08.7,-0.368,0.442,0.043,33:08.7,105.8331821,-91.48004294
33:08.9,-0.489,0.423,0.071,33:08.9,105.7491899,-91.48536072
33:09.2,-0.306,0.31,0.044,33:09.2,105.6365464,-91.48391683
33:09.4,-0.421,0.334,0.066,33:09.4,105.5207873,-91.48091229
33:09.6,-0.305,0.331,0.07,33:09.6,105.4266845,-91.47094238
33:09.8,-0.319,0.357,0.049,33:09.8,105.3026574,-91.46526987
33:10.1,-0.364,0.332,0.039,33:10.0,105.1995164,-91.45485184
33:10.3,-0.454,0.369,0.034,33:10.3,105.0439763,-91.44910408
33:10.5,-0.396,0.391,0.045,33:10.5,104.9379718,-91.43802188
33:10.7,-0.504,0.312,0,33:10.8,104.8051163,-91.42366899
33:11.0,-0.361,0.317,0.032,33:11.0,104.6985054,-91.41304403
33:11.2,-0.343,0.389,0.069,33:11.2,104.5700598,-91.40680116
33:11.5,-0.38,0.301,0.056,33:11.5,104.4362248,-91.39867919
33:11.7,-0.303,0.339,0.072,33:11.7,104.3235552,-91.39786808
33:11.9,-0.38,0.371,0.059,33:11.9,104.2049665,-91.40015755
33:12.1,-0.346,0.337,0.072,33:12.1,104.1064513,-91.40028512
33:12.3,-0.398,0.326,0.07,33:12.3,103.989653,-91.39471216
33:12.6,-0.352,0.416,0.103,33:12.6,103.8776307,-91.39451769
33:12.8,-0.403,0.348,0.052,33:12.8,103.765673,-91.39800836
33:13.0,-0.339,0.325,0.06,33:13.0,103.6765424,-91.4010588
33:13.2,-0.339,0.484,0,33:13.2,103.5873674,-91.40207065
33:13.4,-0.315,0.35,0.035,33:13.5,103.4753514,-91.40344741
33:13.7,-0.363,0.439,0.051,33:13.7,103.3606264,-91.40079826
33:13.9,-0.329,0.372,0.078,33:13.9,103.26573,-91.40333971
33:14.1,-0.32,0.481,0.077,33:14.1,103.1525701,-91.4003103
33:14.3,-0.458,0.478,0.051,33:14.3,103.054525,-91.39468598
33:14.6,-0.415,0.286,0.077,33:14.6,102.9361319,-91.38883225
33:14.8,-0.46,0.459,0.097,33:14.8,102.833269,-91.38466736
33:15.0,-0.357,0.397,0.039,33:15.0,102.7082365,-91.37676797
33:15.2,-0.433,0.472,0,33:15.3,102.5881623,-91.36982112
33:15.5,-0.352,0.472,0.046,33:15.5,102.4892194,-91.36724695
33:15.7,-0.284,0.291,0.105,33:15.7,102.387527,-91.3627065
33:15.9,-0.358,0.412,0.032,33:15.9,102.2617781,-91.36215974
33:16.2,-0.291,0.531,0.047,33:16.2,102.106793,-91.36087374
33:16.4,-0.416,0.422,0.071,33:16.4,102.0053395,-91.36891005
33:16.6,-0.423,0.297,0.092,33:16.6,101.8791234,-91.37031967
33:16.8,-0.388,0.471,0.057,33:16.8,101.776005,-91.36804094
33:17.0,-0.366,0.348,0.086,33:17.0,101.6697951,-91.37123353
33:17.3,-0.335,0.393,0.094,33:17.3,101.5450742,-91.36659935
33:17.5,-0.387,0.416,0.081,33:17.5,101.4193951,-91.36575297
33:17.7,-0.311,0.298,0.036,33:17.7,101.3171864,-91.36575583
33:17.9,-0.355,0.366,0.122,33:17.9,101.1940518,-91.35776621
33:18.2,-0.34,0.387,0.062,33:18.1,101.0981983,-91.35658636
33:18.4,-0.423,0.378,0.065,33:18.4,100.9802379,-91.3476534
33:18.6,-0.391,0.349,0.108,33:18.6,100.8556463,-91.33556119
33:18.8,-0.501,0.435,0.034,33:18.8,100.7607198,-91.32638401
33:19.1,-0.399,0.418,0.088,33:19.1,100.6388846,-91.31147713
33:19.3,-0.434,0.418,0.106,33:19.3,100.5179034,-91.29839056
33:19.5,-0.487,0.287,0.051,33:19.5,100.4229052,-91.2826077
33:19.8,-0.339,0.282,0.076,33:19.7,100.3041289,-91.26176935
33:20.0,-0.44,0.259,0.058,33:20.0,100.1833815,-91.24560604
33:20.2,-0.406,0.372,0.059,33:20.2,100.0808817,-91.23596472
33:20.4,-0.402,0.314,0.017,33:20.4,99.96727481,-91.2286118
33:20.6,-0.497,0.414,0.004,33:20.6,99.86733803,-91.22861067
33:20.9,-0.38,0.432,0.034,33:20.9,99.72080156,-91.22579378
33:21.1,-0.272,0.456,0.02,33:21.1,99.62881712,-91.22923747
33:21.3,-0.411,0.493,0.05,33:21.4,99.50255363,-91.23107572
33:21.5,-0.386,0.536,0.013,33:21.5,99.39283338,-91.23434882
33:21.8,-0.35,0.477,0.05,33:21.8,99.28306524,-91.2386332
33:22.0,-0.363,0.467,0.054,33:22.0,99.12298142,-91.24080221
33:22.2,-0.364,0.452,0.07,33:22.2,99.02234345,-91.24276824
33:22.4,-0.35,0.407,0.071,33:22.4,98.91970536,-91.24194432
33:22.7,-0.27,0.44,0.096,33:22.7,98.78447636,-91.24900102
33:22.9,-0.366,0.391,0.139,33:22.9,98.64986851,-91.23916927
33:23.1,-0.371,0.447,0.112,33:23.2,98.51520841,-91.23080345
33:23.4,-0.412,0.308,0.079,33:23.4,98.40709694,-91.22553456
33:23.6,-0.529,0.434,0.11,33:23.6,98.30163549,-91.21464027
33:23.8,-0.368,0.372,0.064,33:23.8,98.17338784,-91.19977885
33:24.0,-0.404,0.38,0.095,33:24.0,98.05226945,-91.18988044
33:24.3,-0.397,0.361,0.029,33:24.3,97.92816185,-91.18031735
33:24.5,-0.419,0.359,0.019,33:24.5,97.83491161,-91.16936311
33:24.7,-0.393,0.351,0.041,33:24.7,97.7192133,-91.16255251
33:24.9,-0.384,0.307,0.036,33:24.9,97.63388269,-91.15328507
33:25.1,-0.372,0.364,0.044,33:25.2,97.51755841,-91.15262535
33:25.4,-0.378,0.32,0.031,33:25.4,97.39163881,-91.15686205
33:25.6,-0.384,0.518,0.075,33:25.6,97.28891651,-91.15981368
33:25.8,-0.392,0.372,0.03,33:25.8,97.16310444,-91.17011907
33:26.0,-0.343,0.482,0.028,33:26.0,97.05769174,-91.1742612
33:26.3,-0.428,0.381,0.079,33:26.2,96.95621016,-91.18121521
33:26.5,-0.309,0.542,0.063,33:26.5,96.82693163,-91.18784692
33:26.7,-0.359,0.336,0.07,33:26.7,96.68781144,-91.1925221
33:26.9,-0.313,0.407,0.099,33:26.9,96.58082412,-91.19847352
33:27.2,-0.385,0.461,0.054,33:27.2,96.44829605,-91.20527848
33:27.4,-0.555,0.347,0.057,33:27.4,96.31317703,-91.2058452
33:27.6,-0.407,0.408,0.082,33:27.6,96.20707121,-91.20393717
33:27.9,-0.405,0.306,0.05,33:27.8,96.07632303,-91.19952592
33:28.1,-0.481,0.348,0.075,33:28.1,95.95328185,-91.1933468
33:28.3,-0.471,0.268,0.056,33:28.3,95.85722749,-91.18355854
33:28.5,-0.438,0.316,0.113,33:28.5,95.73570267,-91.17273833
33:28.7,-0.371,0.36,0.096,33:28.7,95.64600537,-91.16351496
33:29.0,-0.363,0.426,0.089,33:29.0,95.50384255,-91.14630667
33:29.2,-0.418,0.297,0.065,33:29.2,95.41326474,-91.13012624
33:29.4,-0.335,0.275,0.08,33:29.4,95.30667157,-91.12570362
33:29.6,-0.242,0.427,0.085,33:29.6,95.2202372,-91.11799991
33:29.9,-0.223,0.311,0.015,33:29.8,95.13713852,-91.11490922
33:30.1,-0.251,0.39,0.035,33:30.1,95.00910912,-91.1077503
33:30.3,-0.382,0.503,0.058,33:30.3,94.92197396,-91.11020172
33:30.5,-0.381,0.425,0.018,33:30.5,94.83291942,-91.11328053
33:30.8,-0.413,0.296,0.043,33:30.8,94.71658565,-91.11920496
33:31.0,-0.311,0.452,0.033,33:31.0,94.62143058,-91.12784147
33:31.2,-0.333,0.48,0.03,33:31.2,94.47761971,-91.14015931
33:31.5,-0.406,0.358,0.071,33:31.5,94.37979018,-91.14825866
33:31.7,-0.302,0.426,0.032,33:31.7,94.25031549,-91.15620392
33:31.9,-0.442,0.372,0.006,33:31.9,94.14434346,-91.16579423
33:32.1,-0.387,0.348,0.075,33:32.1,94.022821,-91.1715563
33:32.4,-0.378,0.403,0.048,33:32.4,93.89983019,-91.17762672
33:32.6,-0.436,0.283,0.048,33:32.6,93.79808517,-91.17968824
33:32.8,-0.413,0.388,0.005,33:32.8,93.67133863,-91.17714369
33:33.0,-0.385,0.363,0.08,33:33.0,93.56839296,-91.17223981
33:33.2,-0.431,0.305,0.085,33:33.3,93.43988196,-91.16451969
33:33.5,-0.32,0.323,0.067,33:33.5,93.31859849,-91.15409325
33:33.7,-0.395,0.315,0.043,33:33.7,93.22216233,-91.13489618
33:33.9,-0.399,0.282,0.079,33:33.9,93.10233873,-91.11785136
33:34.1,-0.209,0.397,0.059,33:34.1,93.00041655,-91.09609714
33:34.4,-0.399,0.379,0.02,33:34.4,92.8840657,-91.08324474
33:34.6,-0.48,0.295,0.1,33:34.6,92.7650079,-91.06111202
33:34.8,-0.504,0.286,0.042,33:34.8,92.66606258,-91.04527239
33:35.1,-0.484,0.438,0.043,33:35.1,92.54392921,-91.02385968
33:35.3,-0.338,0.333,0.063,33:35.3,92.41539565,-91.01026553
33:35.5,-0.432,0.496,0.044,33:35.5,92.3150776,-91.0029902
33:35.8,-0.378,0.489,0.023,33:35.7,92.19122131,-90.98823612
33:36.0,-0.364,0.314,-0.023,33:36.0,92.07175126,-90.98331203
33:36.2,-0.386,0.361,0.032,33:36.2,91.94206349,-90.98279602
33:36.4,-0.366,0.46,0.011,33:36.4,91.84535738,-90.98557467
33:36.6,-0.304,0.472,0.009,33:36.6,91.75125375,-90.98637433
33:36.9,-0.422,0.529,-0.001,33:36.9,91.60836066,-90.99550501
33:37.1,-0.289,0.405,0.041,33:37.1,91.52006897,-91.00484535
33:37.3,-0.324,0.382,0.044,33:37.3,91.42769695,-91.02001212
33:37.5,-0.353,0.426,0.037,33:37.5,91.31236779,-91.03639801
33:37.8,-0.297,0.488,0.064,33:37.8,91.1936476,-91.05228678
33:38.0,-0.422,0.329,0.044,33:38.0,91.07091076,-91.07050278
33:38.3,-0.241,0.39,0.085,33:38.2,90.981383,-91.08149084
33:38.5,-0.384,0.372,0.139,33:38.5,90.86449744,-91.09078781
33:38.7,-0.33,0.357,0.13,33:38.7,90.76566563,-91.09806091
33:38.9,-0.391,0.332,0.145,33:38.9,90.63874768,-91.09716476
33:39.2,-0.404,0.409,0.1,33:39.2,90.47682953,-91.08262452
33:39.4,-0.393,0.454,0.129,33:39.4,90.3729285,-91.08399631
33:39.6,-0.512,0.378,0.123,33:39.6,90.26598974,-91.06885977
33:39.8,-0.485,0.313,0.088,33:39.8,90.13013643,-91.05662809
33:40.1,-0.431,0.315,0.055,33:40.0,90.01543859,-91.03571989
33:40.3,-0.472,0.378,0.07,33:40.3,89.84886598,-91.01353506
33:40.5,-0.629,0.459,0.093,33:40.5,89.73401321,-90.98772138
33:40.8,-0.502,0.324,0.081,33:40.8,89.59426954,-90.96513441
33:41.0,-0.32,0.386,0.089,33:41.0,89.47713685,-90.9488282
33:41.2,-0.491,0.333,0.068,33:41.2,89.33188393,-90.92282909
33:41.4,-0.477,0.471,0.091,33:41.4,89.19327699,-90.90806067
33:41.7,-0.326,0.345,0.081,33:41.7,89.06974468,-90.89592973
33:41.9,-0.366,0.259,0.039,33:41.9,88.97963843,-90.89398431
33:42.1,-0.388,0.344,0.069,33:42.1,88.89242779,-90.89618455
33:42.3,-0.389,0.475,0.032,33:42.3,88.78641042,-90.89670906
33:42.6,-0.283,0.338,0.05,33:42.6,88.68293388,-90.91190868
33:42.8,-0.26,0.393,0.051,33:42.8,88.60704148,-90.9266425
33:43.0,-0.281,0.391,0.045,33:43.0,88.50958342,-90.94609483
33:43.2,-0.249,0.397,0.052,33:43.2,88.43428599,-90.960552
33:43.4,-0.332,0.54,0.04,33:43.4,88.34233381,-90.98241583
33:43.6,-0.225,0.414,0.014,33:43.6,88.26073262,-91.00195266
33:43.9,-0.265,0.512,0.028,33:43.9,88.13921525,-91.0217389
33:44.1,-0.25,0.384,0.008,33:44.1,88.05092208,-91.03891585
33:44.3,-0.268,0.461,-0.031,33:44.3,87.96001463,-91.05547607
33:44.6,-0.417,0.452,0.027,33:44.6,87.84462699,-91.06236608
33:44.8,-0.295,0.329,0.027,33:44.8,87.74953377,-91.06968143
33:45.0,-0.456,0.386,0.02,33:45.1,87.61051736,-91.07078309
33:45.2,-0.392,0.258,0.015,33:45.3,87.50568578,-91.05749077
33:45.5,-0.441,0.342,0.053,33:45.5,87.39581708,-91.04511181
33:45.7,-0.522,0.25,0.029,33:45.7,87.26475376,-91.02538677
33:45.9,-0.44,0.308,0.067,33:45.9,87.15689107,-90.9991297
33:46.2,-0.485,0.354,0.042,33:46.2,86.99538241,-90.97114087
33:46.4,-0.514,0.289,0.052,33:46.4,86.88622511,-90.94176857
33:46.6,-0.487,0.42,0.064,33:46.6,86.77304409,-90.91047721
33:46.8,-0.415,0.417,0.058,33:46.8,86.63866209,-90.88422253
33:47.0,-0.428,0.439,0.058,33:47.0,86.52656086,-90.85663016
33:47.3,-0.442,0.423,-0.015,33:47.3,86.36346537,-90.83307788
33:47.5,-0.439,0.403,0,33:47.5,86.25684407,-90.82010759
33:47.7,-0.442,0.339,0.046,33:47.7,86.15118718,-90.81744235
33:47.9,-0.357,0.342,0.011,33:47.9,86.02706265,-90.80888164
33:48.1,-0.441,0.45,0.063,33:48.1,85.92872637,-90.81936996
33:48.4,-0.406,0.351,0.005,33:48.4,85.78325823,-90.82396933
33:48.6,-0.305,0.45,0.045,33:48.6,85.68492069,-90.84313783
33:48.8,-0.28,0.311,0.065,33:48.8,85.59250483,-90.86532867
33:49.0,-0.345,0.4,0.103,33:49.1,85.47192151,-90.88528703
33:49.3,-0.3,0.458,0.008,33:49.3,85.35629809,-90.90571724
33:49.5,-0.146,0.47,0.044,33:49.5,85.24607844,-90.9290914
33:49.7,-0.273,0.392,0.048,33:49.7,85.16096812,-90.9457642
33:49.9,-0.343,0.417,0.04,33:49.9,85.07458879,-90.96012179
33:50.2,-0.255,0.389,0.066,33:50.2,84.96155578,-90.97170356
33:50.4,-0.309,0.415,0.138,33:50.4,84.87422211,-90.97481808
33:50.6,-0.503,0.402,0.098,33:50.7,84.73166654,-90.97009188
33:50.9,-0.47,0.304,0.093,33:50.9,84.64037353,-90.95550404
33:51.1,-0.527,0.315,0.073,33:51.1,84.52359671,-90.93547607
33:51.3,-0.455,0.279,0.067,33:51.3,84.42603963,-90.91066248
33:51.5,-0.502,0.269,0.014,33:51.5,84.30162696,-90.88801554
33:51.8,-0.355,0.436,0.067,33:51.8,84.17544407,-90.86063082
33:52.0,-0.432,0.324,0.048,33:52.0,84.07202654,-90.82927753
33:52.2,-0.464,0.398,0.03,33:52.2,83.93741078,-90.79987228
33:52.4,-0.421,0.263,0.027,33:52.4,83.83524819,-90.77232296
33:52.7,-0.384,0.44,0.079,33:52.7,83.70528446,-90.75459593
33:52.9,-0.473,0.385,0.134,33:52.9,83.57113718,-90.73598755
33:53.1,-0.375,0.34,0.12,33:53.2,83.44119184,-90.7252904
